STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1980,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1981,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1982,,-0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1983,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1984,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1985,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1986,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1987,,-0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1988,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1989,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1990,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1991,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1992,,-0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1993,,-0.6,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1994,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1995,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1996,,0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1997,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1998,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,1999,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2000,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2001,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2002,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2003,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2004,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2005,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2006,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2007,,0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2008,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2009,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2010,,0.6,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2011,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2012,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2013,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2014,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2015,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2016,,0.7,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2017,,0.7,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2018,,0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2019,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2020,,0.8,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2021,,0.6,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2022,,0.8,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2023,,0.6,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2024,,0.9,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PG,Papua New Guinea,2025,,1.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1850,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1851,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1852,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1853,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1854,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.2,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1855,,-0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1856,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1857,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1858,,-0.6,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1859,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1860,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1861,,-0.7,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1862,,-0.7,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1863,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1864,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1865,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1866,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1867,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1868,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.2,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1869,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1870,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1871,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1872,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1873,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1874,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1875,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1876,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1877,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1878,,0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1879,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1880,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1881,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1882,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1883,,-0.6,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1884,,-0.9,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1885,,-0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1886,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1887,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1888,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1889,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1890,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1891,,0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1892,,0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1893,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1894,,-0.2,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1895,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1896,,-0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1897,,0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1898,,-0.1,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1899,,-0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1900,,0,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1901,,-0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1902,,-0.6,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1903,,-0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1904,,-0.7,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1905,,-0.8,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1906,,-0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1907,,-0.5,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1908,,-0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1909,,-0.4,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1910,,-0.3,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1911,,-0.7,,,,CELSIUS,Celsius (°C),SE,Standard error,0.1,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SST_ANOM,Sea Surface Temperature anomalies,PW,Palau,1912,,-0.8,,,,CELSIUS,Celsius (°C),SE,Standard error,0,,N,National,,
